X,Y,objectid,ogc_fid,nazev,druh,poznamka,web,program,ulice,cp_co,email,telefon,nazev_en,poznamka_en,pristupnost_id,zastit_org,brnopass,v_provozu,zastit_org_en,otevrene_od,otevrene_do,pristupnost,pristupnost_en,mapa_pristupnosti,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,datum_importu_psql
-594427.903999999,-1166592.1858,121,17648,KJM - Tuřany,Knihovna,,https://www.kjm.cz/provoz/turany-turanske-nam-1,https://www.kjm.cz/akce,Tuřanské náměstí,84/1,turnam@kjm.cz,545229962,,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181654&RECORD_ID=17648&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598079.989999998,-1160995.86,122,35154,Labyrint pod Zelným trhem,Kulturní památka,,https://podzemibrno.cz/mista-v-podzemi/labyrint-pod-zelnym-trhem/,,Zelný trh,320/21,labyrint@ticbrno.cz,+420 542 212 892,,,,TIC,Ano,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-598045.262699999,-1160754.6363,123,17621,KJM - Ústřední knihovna,Knihovna,,https://www.kjm.cz,https://www.kjm.cz/akce,Kobližná,70/4,kjm@kjm.cz,542532111,Jiří Mahen Library,,17,Knihovna Jiří­ho Mahena,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598036.49:-1160758.36&c=-598036.49:-1160758.36,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180497&RECORD_ID=17621&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-594215.207899999,-1160050.4044,124,17660,KJM - Vinohrady,Knihovna,,https://www.kjm.cz/provoz/vinohrady-velkopavlovicka-25,https://www.kjm.cz/akce,Velkopavlovická,4310/25,velkopavlov@kjm.cz,544217645,,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181655&RECORD_ID=17660&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600223.2788,-1158146.2037,125,17536,KJM - Žabovřesky,Knihovna,,https://www.kjm.cz/provoz/zabovresky-mozolky-52,https://www.kjm.cz/akce,Mozolky,2562/52,mozolky@kjm.cz,549259853,,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181656&RECORD_ID=17536&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-606777.763799999,-1158402.7705,126,17488,KJM - Žebětín,Knihovna,,https://www.kjm.cz/provoz/zebetin-krivankovo-nam-35,https://www.kjm.cz/akce,Křivánkovo náměstí,43/35,zebetin@kjm.cz,778750073,,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181657&RECORD_ID=17488&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-595731.2641,-1160204.2107,127,17634,KJM - Židenice,Knihovna,,https://www.kjm.cz/provoz/zidenice-stara-osada-15,https://www.kjm.cz/akce,Stará osada,3984/15,osada@kjm.cz,545240403,,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181658&RECORD_ID=17634&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598938.48,-1158959.02,128,17631,Klub Alterna,Hudebni klub,,https://www.alterna.cz,https://www.alterna.cz/program/,Kounicova,506/48,alterna@alterna.cz,541212091,Club Alterna,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181659&RECORD_ID=17631&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598645.010000002,-1161459.43,129,17499,Klub Leitnerova,Kulturní centrum,,https://www.leitnerka.cz,https://leitnerka.cz/program/,Leitnerova,434/2,info@leitnerka.cz,725570065,The Leitnerova Club,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181809&RECORD_ID=17499&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-602457.170000002,-1162273.29,130,35150,Komunitní centrum Skála,Kulturní centrum,,https://novy-liskovec.cz/komunitni-centrum-skala/ds-1389,https://novy-liskovec.cz/program%2Dpro%2Dverejnost%2Dv%2Dkomunitnim%2Dcentru%2Dskala/ds-1422/archiv=0,Oblá,505/54a,braun@nliskovec.brno.c,778 483 300,,,,,,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-597663.194200002,-1160198.6367,131,17669,KoPlac,Hub,,https://koplac.cz/,,Příkop,27/2,ludek.kuhr@koplac.cz,605822228,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181810&RECORD_ID=17669&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598435.757800002,-1160847.118,132,17604,Kryt 10-z,Muzeum,naproti č.p. 12,https://www.10-z.cz,https://10-z.cz/program/,Husova,0/0,husova10z@gmail.com,542210622,Cover 10-z,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181830&RECORD_ID=17604&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598314.550000001,-1160872.49,133,17592,Křížová chodba Nové radnice v Brně,Galerie,,,,Dominikánské náměstí,196/1,,0,Cross Hall of the New Town Hall in Brno,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181831&RECORD_ID=17592&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598402.808499999,-1160066.6842,134,17613,Kulturárium,Podnik s kulturním programem,,https://www.facebook.com/nnokulturarium/,https://www.facebook.com/nnokulturarium/events/?ref=page_internal,Janáčkovo náměstí,654/2,kulturarium@gmail.com,777668139,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181832&RECORD_ID=17613&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600329.210000001,-1161685.67,135,17474,Kulturní centrum Babylon,Kulturní centrum,,https://www.kcbabylon.cz,,Kounicova,685/20,info@kcbabylon.cz,774443781,Cultural Centre Babylon,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181834&RECORD_ID=17474&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-591802.989999998,-1159865.14,136,17619,Kulturní centrum Líšeň - Dělňák,Kulturní centrum,,https://www.kclisen.cz,http://kclisen.cz/kalendarium/,Klajdovská,1050/28,technik@kclisen.cz,734313652,Líšeň Cultural Centre - Dělňák,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181837&RECORD_ID=17619&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-592737.760000002,-1159621.55,137,17629,Kulturní centrum Líšeň - Kotlanka,Kulturní centrum,,https://www.kclisen.cz,http://kclisen.cz/kalendarium/,Kotlanova,2163/7,drazanova@kclisen.cz,734313653,Líšeň Cultural Centre - Kotlanka,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181838&RECORD_ID=17629&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600124.579999998,-1157966.66,138,17513,Kulturní dům Rubín,Kulturní centrum,,https://www.kdrubin.cz,https://www.kdrubin.cz/ap/p1=56,Makovského náměstí,3166/3,rubin@zabovresky.cz,541213632,Cultural House Rubín,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181839&RECORD_ID=17513&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-594721.670000002,-1157217.89,139,17597,Kulturní fara - Kafara,Podnik s kulturním programem,,https://www.kafara.cz,https://www.kafara.cz/nejblizsi-akce,Fryčajova,78/16,info@kafara.cz,+420 732 643 942,Cultural rectory - Kafara,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181840&RECORD_ID=17597&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-596412.399999999,-1159307.13,140,17537,Kulturní středisko Omega,Kulturní centrum,,https://www.ksomega.cz,http://www.ksomega.cz/koncerty-a-divadla-na-musilce,Musilova,1540/2,ksomega@ksomega.cz,545211891,Omega Cultural Centre,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181841&RECORD_ID=17537&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598333.170000002,-1160961.04,141,17586,Letní kino Brno-střed,Letní kino,pouze letní sezóna,https://www.kinobude.cz,http://kinobude.cz/program/,Dominikánská,264/2,info@nocnimotyl.cz,545212665,Summer cinema Brno-centre,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181843&RECORD_ID=17586&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598067.890000001,-1160046.67,142,17502,Letní kino - Dvůr Městského divadla Brno,Letní kino,pouze letní sezóna,https://www.letnikinobrno.cz,https://www.letnikinobrno.cz/program-kina/,Lidická,1863/16,besa@brixton.cz,725568111,Summer Cinema - Courtyard of the Municipal Theatre Brno,,,Městské divadlo Brno,Ne,Ano,,2021/06/28 00:00:00+00,2021/08/23 00:00:00+00,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181844&RECORD_ID=17502&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-604532.710000001,-1154732.54,143,35147,Letní kino Hříbek - Beach bar Hříbek,Letní kino,,https://www.beachbarhribek.cz/,https://www.beachbarhribek.cz/services-1,Kníničky,898,info@beachbarhribek.cz,+420 739 793 339,,,,,,Ano,,,,,,,,,,,,2024/09/24 01:30:43+00
-601049.210000001,-1161218.25,144,17572,Letní kino Na Riviéře,Letní kino,pouze letní sezóna,,,Bauerova,322/7,info@nocnimotyl.cz,542427111,Summer cinema On the Riviera,,,TIC,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181845&RECORD_ID=17572&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598839.280000001,-1160814.05,145,17639,Letní kino Špilberk,Letní kino,"Letní terasa, pouze letní sezóna",https://www.letnikinospilberk.cz,www.letnikinospilberk.cz,Špilberk,1,olda.vojacek@oh-production.com,732565202,Summer cinema Špilberk,,,,Ne,Ano,,2021/06/02 00:00:00+00,2021/08/31 00:00:00+00,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181846&RECORD_ID=17639&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599617.700599998,-1161345.2101,146,17689,Letohrádek Mitrovských,Kulturní památka,,https://www.letohradekbrno.cz,https://www.letohradekbrno.cz/probihajici-vystavy/,Veletržní,920/19,info@letohradekbrno.cz,605972588,,,,,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181847&RECORD_ID=17689&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598118.68,-1159483.88,147,17504,Lužánky - středisko volného času,Kulturní centrum,,https://www.luzanky.cz,https://www.luzanky.cz/Akce?razeni=2,Lidická,1880/50,luzanky@luzanky.cz,549524111,Lužánky - Leisure time centre,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181850&RECORD_ID=17504&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597741.359999999,-1160712.4,148,17520,Mahenovo divadlo,Divadlo,,https://www.ndbrno.cz,http://www.ndbrno.cz/program,Malinovského náměstí,571/1,info@ndbrno.cz,542158111,Mahen's Theatre,,,Národní­ divadlo Brno,Ano,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180646&RECORD_ID=17520&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599681.469999999,-1160459.55,149,17512,Mahenův památník,Kulturní památka,,https://www.kjm.cz/mahenuv-pamatnik-obecne,https://www.kjm.cz/akce,Mahenova,357/8,pamatnik@kjm.cz,543248479,Mahen's Memorial,,,Knihovna Jiří­ho Mahena,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181853&RECORD_ID=17512&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599702.989999998,-1155871.01,150,17602,"Malá galerie, výzkumný ústav veterinárního lékařství",Galerie,,https://www.vri.cz/cz/o_nas/mala_galerie,,Hudcova,296/70,artvernisaz@gmail.com,533320325,"Small Gallery, Research Institute of Veterinary Medicine",,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181855&RECORD_ID=17602&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598916.460000001,-1156797.69,151,17475,Melodka,Hudebni klub,,https://www.melodka.cz,https://www.melodka.cz/program/,Palackého tř. ,2849/148,melodka.produkce@gmail.com,733669731,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181856&RECORD_ID=17475&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598139.582199998,-1161148.8108,152,17538,Mendelianum,Muzeum,,https://www.mendelianum.cz,,Muzejní,298/1,mendelianum@mzm.cz,515910411,,,,Moravské zemské muzeum,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181859&RECORD_ID=17538&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599231.280000001,-1161094.67,153,17524,Mendelovo muzeum MU,Muzeum,,https://www.mendelmuseum.muni.cz,https://mendelmuseum.muni.cz/cs/vystavy,Mendlovo náměstí,907/1,info@mendelmuseum.muni.cz,549496669,Mendel Museum – Masaryk University,,20,Masarykova univerzita,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-599238.49:-1161070.82&c=-599238.49:-1161070.82,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180649&RECORD_ID=17524&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597839.030000001,-1160885.44,154,17526,Měnínská brána,Muzeum,"6.10. V rekonstrukci na dobu neurčitou, další využití není známo",https://www.meninska-brana.cz,,Měnínská,0/7,muzeum.brno@spilberk.cz,542214946,Měnín Gate,,,Muzeum města Brna,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181860&RECORD_ID=17526&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599523.629999999,-1157044.84,155,17675,Městská hala Vodova,Koncertní hala,,https://vodova.sportujemevbrne.cz,https://vodova.sportujemevbrne.cz/kalendar-akci,Vodova,336/108,,732152098,City hall Vodova,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181862&RECORD_ID=17675&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598067.890000001,-1160046.67,156,17501,Městské divadlo Brno,Divadlo,,https://www.mdb.cz,https://www.mdb.cz/program/,Lidická,1863/16,predprodej@mdb.cz,533316347,Brno City Threatre,,286,Městské divadlo Brno,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598106.1:-1160048.39&c=-598106.1:-1160048.39,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181882&RECORD_ID=17501&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598139.579999998,-1161148.81,157,17539,Městské divadlo Brno - Biskupský dvůr,Divadlo,,https://www.mdb.cz,https://www.mdb.cz/program/biskupsky-dvur/,Muzejní,298/1,predprodej@mdb.cz,533316347,Brno City Theatre - Bishop's Court,,,Městské divadlo Brno,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181884&RECORD_ID=17539&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598016.513799999,-1160813.544,158,17556,Metro Music Bar,Hudebni klub,,https://www.metromusic.cz,https://www.metromusic.cz/program/,Poštovská,450/6,krejik@seznam.cz,739616594,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181885&RECORD_ID=17556&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598112.09,-1160463.55,159,17529,Místodržitelský palác,Galerie,,https://www.moravska-galerie.cz,http://www.moravska-galerie.cz/moravska-galerie/vystavy-a-program/kalendar.aspx,Moravské náměstí,680/1,info@moravska-galerie.cz,532169333,Governor’s Palace,,22,Moravská galerie v Brně,Ano,Ano,,,,přístupné s asistencí,accessible with assistance,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598118.54:-1160468.82&c=-598118.54:-1160468.82,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180610&RECORD_ID=17529&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598455.921300001,-1160119.1377,160,17630,Místogalerie na Skleněné louce,Galerie,,https://www.mistogalerie.cz,http://www.dumsklenenalouka.cz/kalendar,Kounicova,276/23,smidova@mistogalerie.cz,605472981,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181886&RECORD_ID=17630&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599634.957199998,-1161376.6423,161,17685,Mitrovski,Hub,,https://www.mitrovski.cz/coworking/,,Veletržní,716/13,coworking@mitrovski.cz,607563679,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181887&RECORD_ID=17685&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-600302.4441,-1158222.8054,162,17509,Monomach,Galerie,Ukončili činnost,https://www.artmap.cz/monomach,https://www.facebook.com/galerie.brno/events/?ref=page_internal,Luční,1369/54,monomach@post.cz,721053935,,,,,Ne,Ne,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181889&RECORD_ID=17509&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599013.5,-1159149.66,163,17477,Moravská zemská knihovna v Brně,Knihovna,,https://www.mzk.cz,https://www.mzk.cz/sluzby/akce,Kounicova,996/65,mzk@mzk.cz,541646201,Moravian Library,,30,,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598994.68:-1159145.21&c=-598994.68:-1159145.21,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180633&RECORD_ID=17477&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597422.877700001,-1161155.1439,164,17480,Mosilana hub,Hub,,https://www.mosilanahub.cz,http://www.mosilanahub.cz/program/,Křenová,89/19,office@mosilanahub.cz,777818678,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181890&RECORD_ID=17480&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598396.3552,-1160535.6871,165,17542,Music Lab,Hudebni klub,,https://www.musiclab.cz,https://musiclab.cz/program,Opletalova,609/1,musiclabbrno@gmail.com,777545225,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181891&RECORD_ID=17542&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598320.100000001,-1159112.32,166,17642,Muzeum českého a slovenského exilu 20. století,Muzeum,,https://www.muzeumexil.cz,,Štefánikova,93/22,muzeumexil@gmail.com,603552351,Museum of Czech and Slovak Exile of the 20th Century,,,,Ne,Ne,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181892&RECORD_ID=17642&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-596983.84,-1160270.82,167,17579,Muzeum romské kultury,Muzeum,,https://www.rommuz.cz,https://www.rommuz.cz/vystavy-a-programy/vystavy-a-jine-akce/,Bratislavská,246/67,sekretariat@rommuz.cz,545581206,Museum of Romani culture,,31,,Ano,Ano,,,,přístupné s asistencí,accessible with assistance,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-596981.09:-1160279.81&c=-596981.09:-1160279.81,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181893&RECORD_ID=17579&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-599332.149999999,-1162348.96,168,17668,Muzeum vlakové pošty,Muzeum,,https://www.vlakovaposta.cz,,Vídeňská,275/66,vlakovaposta@email.cz,607154162,Museum of the Train Post,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181895&RECORD_ID=17668&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597850.980599999,-1161137.016,169,17680,M13 Rock hell,Hudebni klub,,https://www.m13.cz,,Benešova,612/22,m13klub@seznam.cz,720992577,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181896&RECORD_ID=17680&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598801.07,-1160396.96,170,17654,Nadace partnerství - Otevřená zahrada,Kulturní centrum,,https://www.otevrenazahrada.cz,https://www.otevrenazahrada.cz/akce-a-kurzy.aspx,Údolní,567/33,otevrenazahrada@nap.cz,515903111,Partnership Foundation - Open Garden,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=184407&RECORD_ID=17654&AGENDA_IDENT=GEO_ASSETS,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=184406&RECORD_ID=17654&AGENDA_IDENT=GEO_ASSETS,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=184405&RECORD_ID=17654&AGENDA_IDENT=GEO_ASSETS,,,2024/09/24 01:30:43+00
-598150.648899999,-1160954.1384,171,17563,NO ART,Kino,,https://www.kinoart.cz,https://www.kinoart.cz/cs/mista/no-art,Radnická,366/4,rezervace@kinoart.cz,513039035,,,,Kino Art,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181899&RECORD_ID=17563&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598078.84,-1160730.43,172,17620,Palác šlechtičen,Muzeum,8.10. V rekonstrukci na dobu neurčitou,https://www.mzm.cz/palac-slechticen/,http://www.mzm.cz/kalendar/,Kobližná,116/1,mzm@mzm.cz,542422361,The Palace of Noble Ladies,,23,Moravské zemské muzeum,Ne,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598072.99:-1160721.66&c=-598072.99:-1160721.66,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180638&RECORD_ID=17620&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598497.550000001,-1159997.32,173,17571,Památník Leoše Janáčka,Muzeum,,https://www.mzm.cz,http://www.mzm.cz/kalendar/,Smetanova,756/14,hudebni@mzm.cz,606033100,Leoš Janáček Memorial,,,Moravské zemské muzeum,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181906&RECORD_ID=17571&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598689.251899999,-1160277.2571,174,17615,Panksy,Podnik s kulturním programem,,https://www.panksy.cz,https://www.facebook.com/panksypalacinky/events/?ref=page_internal,Jaselská,200/17,panksy@panksy.cz,778144804,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181907&RECORD_ID=17615&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-601166.890000001,-1160775.8,175,17555,Pavilon Anthropos,Muzeum,,https://www.mzm.cz,http://www.mzm.cz/kalendar/,Pisárecká,273/5,mzm@mzm.cz,515910560,Anthropos Pavilion,,290,Moravské zemské muzeum,Ano,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-601151.13:-1160771.33&c=-601151.13:-1160771.33,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180506&RECORD_ID=17555&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597832.422600001,-1160559.0867,176,17568,Perpetuum Music Club,Hudebni klub,,https://www.perpetuumklub.cz,https://www.perpetuumklub.cz/program/,Rooseveltova,584/9,info@perpetuumklub.cz,733523398,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181908&RECORD_ID=17568&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598711.885899998,-1161038.1997,177,17550,Polagraph Brno,Galerie,,https://www.polagraph.cz,https://www.polagraph.cz/vystavy/,Pekařská,416/34,info@polagraph.cz,777717569,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181909&RECORD_ID=17550&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598107.2359,-1159967.8634,178,17507,Polansky Gallery,Galerie,,https://www.polanskygallery.com,http://www.polanskygallery.com/exhibitions,Lidická,2006/26,info@polanskygallery.com,608284022,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181910&RECORD_ID=17507&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597897.609999999,-1159688.41,179,17510,Ponava,Hudebni klub,,https://www.ponava.cafe.cz,http://ponava.cafe/kultura/,Lužánecká,1883/3,produkce@ponava.cafe,739519650,,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=181911&RECORD_ID=17510&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-597860.850000001,-1160920.66,180,19931,Postpost gallery,Galerie,,,https://www.facebook.com/postpost.gall/events/?ref=page_internal,Orlí,22,gallerypostpost@gmail.com,,Postpost gallery,,,,Ne,Ano,,,,,,,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=189503&RECORD_ID=19931&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
-598433.449999999,-1160689.98,181,17605,Pražákův palác,Galerie,,https://www.moravska-galerie.cz,http://www.moravska-galerie.cz/moravska-galerie/vystavy-a-program/kalendar.aspx,Husova,535/18,info@moravska-galerie.cz,532169130,Pražák Palace,,24,Moravská galerie v Brně,Ano,Ano,,,,přístupné,accessible,https://gis.brno.cz/mapa/mapa-pristupnosti/?i=-598432.04:-1160687.86&c=-598432.04:-1160687.86,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=180630&RECORD_ID=17605&AGENDA_IDENT=GEO_ASSETS,,,,,2024/09/24 01:30:43+00
